id,name,category,price,rating,country,created_date,rooms_available,reviews_count,rejection_reason
1892,Callahan-Bush,Resort,1906.52,-1.0,UAE,2024-08-02,416.0,262,Invalid rating
1907,Garcia-White,Budget,,1.1,AUSTRALIA,2024-03-04,302.0,4639,Invalid price
1921,Thompson Ltd,Budget,,2.9,UAE,2025-04-08,397.0,33,Invalid price
1922,Ortiz-Carter,Resort,1810.56,99.0,UAE,2023-05-06,61.0,1079,Invalid rating
1929,Rojas-Nelson,,1391.97,1.2,UK,2025-06-05,111.0,308,Invalid category
1937,"Jones, Gonzalez and Taylor",Budget,1929.05,,INDIA,2023-05-09,337.0,3104,Invalid rating
1940,Simon LLC,,988.52,4.7,INDIA,2024-05-09,315.0,2260,Invalid category
1945,,Resort,1211.02,5.0,UK,2024-03-03,4.0,3864,Missing name
1963,Walters and Sons,Boutique,120.8,99.0,USA,2025-01-27,452.0,4915,Invalid rating
1964,"Williams, Rangel and Burnett",Budget,1663.56,99.0,UAE,2024-02-25,91.0,976,Invalid rating
1967,,Hostel,766.13,3.4,UK,2025-05-22,,177,Missing name
1976,Bradley-Jones,Luxury,,2.0,AUSTRALIA,2024-07-09,386.0,4406,Invalid price
1982,,Budget,1918.39,4.9,UAE,2025-08-05,171.0,899,Missing name
1989,Wolf-Thompson,,605.59,1.5,JAPAN,2025-09-30,105.0,1676,Invalid category
1994,Jackson-Cline,Hostel,,1.3,JAPAN,2025-01-04,179.0,3323,Invalid price
1996,,,,3.1,AUSTRALIA,2024-12-19,250.0,3692,Missing name; Invalid price; Invalid category
1997,,Boutique,,4.2,UK,2024-02-17,356.0,4577,Missing name; Invalid price
2003,"Nguyen, Maxwell and Perry",,340.45,1.7,UAE,2024-07-24,332.0,1818,Invalid category
2010,Jones-Jackson,Budget,1564.59,,AUSTRALIA,2024-10-25,430.0,2306,Invalid rating
2013,Morgan and Sons,,166.41,4.6,UAE,1993-11-07,69.0,3287,Invalid category
2027,Harrell PLC,Resort,731.28,,UK,2024-06-12,246.0,805,Invalid rating
2031,,Boutique,656.44,1.5,AUSTRALIA,2024-06-24,78.0,3553,Missing name
2032,Ford-Bryan,Business,,4.6,AUSTRALIA,2025-11-13,163.0,240,Invalid price
2035,Bishop and Sons,Luxury,,2.0,USA,2025-05-13,486.0,3663,Invalid price
2037,,Resort,101.17,3.3,USA,2025-09-23,177.0,1222,Missing name
2039,,Business,1812.26,2.7,JAPAN,2023-12-23,187.0,1959,Missing name
2049,,Business,721.79,3.7,USA,2024-06-19,337.0,1515,Missing name
2056,"Brown, Goodman and King",Resort,,1.5,INDIA,2026-01-29,,485,Invalid price
2058,,Boutique,1093.51,1.5,UAE,2024-11-14,52.0,1419,Missing name
2059,"Peters, Velazquez and Lee",Boutique,1075.27,,AUSTRALIA,2023-12-09,150.0,1247,Invalid rating
2063,"Stephens, Hernandez and Vance",Business,,3.3,INDIA,2024-10-19,401.0,2783,Invalid price
2067,,Luxury,1303.02,3.1,FRANCE,2023-06-26,455.0,1745,Missing name
2075,"Ross, Tate and Weeks",Resort,,4.1,USA,2026-02-05,409.0,2489,Invalid price
2093,,Business,1674.54,3.7,USA,2024-07-03,265.0,2727,Missing name
2099,Bender-Everett,Hostel,,3.4,FRANCE,2023-04-15,326.0,1541,Invalid price
2104,"Hanson, Lane and Sweeney",Business,,2.8,AUSTRALIA,2025-12-10,61.0,4216,Invalid price
2105,Mendoza-Lopez,Business,,2.1,JAPAN,2023-10-31,277.0,532,Invalid price
2107,Sanders-Villa,Luxury,,2.5,USA,2024-09-09,304.0,1437,Invalid price
2117,,Resort,1714.62,-1.0,USA,2024-07-03,319.0,3607,Missing name; Invalid rating
2125,"White, Mccormick and Henry",Luxury,,4.1,INDIA,2026-02-18,171.0,688,Invalid price
2144,Miller-Moon,Budget,,2.0,UK,2020-07-16,448.0,1363,Invalid price
2159,"Herman, Mccarthy and Powers",Budget,,2.1,USA,2024-12-19,382.0,31,Invalid price
2161,,Hostel,1695.21,3.5,FRANCE,2024-04-18,238.0,1000,Missing name
2163,Davis and Sons,,,4.3,JAPAN,1985-07-15,434.0,2461,Invalid price; Invalid category
2179,,Boutique,721.4,1.7,UK,2025-01-13,20.0,703,Missing name
2191,Thomas PLC,Resort,,3.9,JAPAN,2025-01-25,327.0,2506,Invalid price
2201,Shaw Inc,Hostel,,4.0,INDIA,2024-12-30,236.0,4692,Invalid price
2202,"Hanson, Sanders and Garcia",,1206.84,2.3,UK,2025-04-27,57.0,2991,Invalid category
2205,Smith-Mccoy,Budget,,4.4,FRANCE,2025-08-20,315.0,1857,Invalid price
2207,Kramer PLC,Hostel,,2.8,GERMANY,2024-08-22,224.0,2988,Invalid price
2216,Ruiz and Sons,Resort,,5.0,INDIA,2025-03-14,122.0,3809,Invalid price
2220,,Business,1151.18,3.9,INDIA,2026-01-28,67.0,2754,Missing name
2230,Ford-Riley,Luxury,,2.2,USA,2023-10-28,326.0,1910,Invalid price
2231,Gibson-Hernandez,Budget,,2.1,UAE,2024-09-21,232.0,2730,Invalid price
2236,Thompson-Hawkins,Hostel,,1.0,FRANCE,2026-01-24,271.0,2857,Invalid price
2237,,Hostel,1206.99,4.8,UAE,2024-11-04,477.0,3356,Missing name
2246,Gomez-Nelson,Hostel,1102.38,99.0,USA,2026-02-27,67.0,1382,Invalid rating
2256,"Bauer, Williams and Reid",Resort,,3.9,USA,2024-12-30,434.0,3959,Invalid price
2257,,Luxury,121.05,1.6,AUSTRALIA,2025-05-16,77.0,4629,Missing name
2258,,Hostel,1515.28,3.0,USA,2024-11-13,494.0,3047,Missing name
2264,"Ward, Brennan and Garcia",Budget,1081.86,-1.0,FRANCE,2026-02-23,215.0,414,Invalid rating
2268,Franklin Ltd,Business,1940.23,99.0,UK,2024-08-05,313.0,1824,Invalid rating
2280,"Johnson, Carrillo and Sullivan",Business,1607.55,-1.0,FRANCE,2023-03-18,128.0,2828,Invalid rating
2283,,Luxury,294.23,3.7,FRANCE,2024-11-12,367.0,3543,Missing name
2286,,Resort,1703.67,3.4,INDIA,2024-08-07,286.0,804,Missing name
2289,"Briggs, Foster and Scott",Boutique,,1.6,INDIA,2025-08-07,,4538,Invalid price
2299,Bell and Sons,Luxury,,1.9,FRANCE,2024-03-25,116.0,145,Invalid price
2303,,Boutique,357.02,4.5,USA,2024-09-25,221.0,355,Missing name
2312,,Luxury,571.53,-1.0,INDIA,2024-10-07,258.0,3758,Missing name; Invalid rating
2318,,Business,818.01,4.5,UAE,2023-03-24,418.0,4250,Missing name
2319,"Stone, Smith and Keller",Resort,,2.6,UK,2009-07-13,457.0,3735,Invalid price
2320,,Resort,1537.48,2.9,USA,2023-03-17,415.0,1654,Missing name
2328,"Peterson, Taylor and Henry",Resort,,3.6,INDIA,2025-06-12,237.0,4976,Invalid price
2334,Jones PLC,Luxury,,3.0,GERMANY,2023-09-28,498.0,3075,Invalid price
2346,,Business,172.75,1.7,AUSTRALIA,2023-09-26,291.0,4011,Missing name
2351,"Davis, Ramsey and Hobbs",Luxury,,3.9,FRANCE,2024-07-04,226.0,1880,Invalid price
2352,"Wallace, Villanueva and Hooper",Business,324.21,99.0,USA,2025-02-16,12.0,4508,Invalid rating
2354,King-Coleman,Business,1378.33,-1.0,UK,1981-05-31,156.0,4405,Invalid rating
2357,"Davis, Flores and Johnson",Boutique,,4.5,UAE,2023-03-13,461.0,3492,Invalid price
2359,"Smith, Ramos and Hughes",Luxury,,2.2,AUSTRALIA,2023-08-08,374.0,778,Invalid price
2360,"Walker, Roberts and Tran",Resort,364.81,99.0,JAPAN,2025-11-23,163.0,148,Invalid rating
2362,Hernandez-Benitez,Hostel,1118.77,,FRANCE,2024-05-11,228.0,2491,Invalid rating
2365,,Resort,1187.5,1.1,AUSTRALIA,2023-04-25,409.0,4157,Missing name
2369,"Haynes, Nelson and Vincent",Hostel,1994.72,,AUSTRALIA,2025-12-09,467.0,319,Invalid rating
2393,"Hodges, Lee and Gonzalez",Resort,,4.8,UK,2025-04-15,300.0,1710,Invalid price
2407,Dillon Ltd,Luxury,263.44,,UAE,2024-01-09,188.0,1397,Invalid rating
2410,Perez-Brown,Luxury,53.29,-1.0,JAPAN,2023-03-15,391.0,1881,Invalid rating
2414,,Hostel,213.04,1.8,INDIA,2024-12-08,393.0,1882,Missing name
2418,Quinn Group,,890.36,2.5,GERMANY,2024-11-20,378.0,4842,Invalid category
2421,Foster-Martinez,Boutique,,4.5,FRANCE,2025-01-27,80.0,2835,Invalid price
2422,Herring and Sons,Budget,,2.2,FRANCE,2025-04-11,453.0,3967,Invalid price
2425,Nguyen-Blankenship,Boutique,,4.2,USA,2025-11-12,229.0,3505,Invalid price
2434,,Luxury,1767.55,4.4,AUSTRALIA,2024-07-03,182.0,3547,Missing name
2442,Smith-Thomas,Resort,1436.26,-1.0,AUSTRALIA,2024-08-15,362.0,4784,Invalid rating
2457,"Dodson, Armstrong and Phelps",Budget,,1.5,UAE,2025-08-27,238.0,1658,Invalid price
2461,,Resort,528.17,4.6,GERMANY,2023-08-19,209.0,66,Missing name
2479,,Resort,747.26,2.7,JAPAN,2024-02-21,484.0,2177,Missing name
2480,Delgado Group,Budget,,2.8,AUSTRALIA,2024-03-20,247.0,3273,Invalid price
2485,Salazar and Sons,Hostel,865.26,99.0,UK,2025-07-22,330.0,1127,Invalid rating
2495,Wallace LLC,Budget,,5.0,USA,2026-02-15,358.0,2362,Invalid price
2512,,Luxury,939.05,2.0,USA,2025-11-26,45.0,3544,Missing name
2516,,Hostel,1540.64,4.5,USA,2024-11-22,73.0,1700,Missing name
2517,Wright Inc,Resort,,1.9,GERMANY,2023-10-04,276.0,4215,Invalid price
2521,,Budget,917.1,5.0,USA,2025-06-26,316.0,1672,Missing name
2522,"Walters, Young and Scott",Boutique,1611.49,,INDIA,2023-07-02,468.0,4242,Invalid rating
2523,"Wheeler, Tucker and Edwards",Business,,3.4,AUSTRALIA,2026-02-11,216.0,2829,Invalid price
2524,"Flores, Olson and Sparks",Hostel,,2.6,UAE,2026-02-16,269.0,3316,Invalid price
2529,"Gibson, Lee and Galloway",Luxury,,4.2,INDIA,2025-07-28,193.0,1814,Invalid price
2538,"Cook, Colon and Brown",Hostel,325.1,,USA,2024-07-20,202.0,4982,Invalid rating
2543,"Combs, Cortez and Allen",Hostel,,2.2,AUSTRALIA,2023-04-18,111.0,3054,Invalid price
2545,"Hahn, Holland and Rodriguez",Boutique,,4.5,UK,2024-04-07,182.0,3814,Invalid price
2548,Yu Ltd,Resort,45.34,-1.0,USA,2025-10-10,105.0,1334,Invalid rating
2564,,Hostel,1229.24,2.6,UK,2024-02-07,394.0,4424,Missing name
2565,,Boutique,562.03,4.5,USA,2023-05-27,346.0,3383,Missing name
2566,,Resort,1010.34,3.7,USA,2026-02-05,421.0,4073,Missing name
2593,"Higgins, Flores and Burke",Luxury,,1.9,FRANCE,2026-02-23,363.0,155,Invalid price
2602,"Liu, Hall and West",Luxury,806.97,99.0,GERMANY,2026-01-07,115.0,1420,Invalid rating
2604,"Donovan, Lindsey and Hanson",Budget,993.12,99.0,AUSTRALIA,2025-10-26,427.0,3821,Invalid rating
2606,Estrada-Davis,Luxury,,2.4,USA,2023-07-16,257.0,3100,Invalid price
2613,"Campos, Garcia and Velez",Resort,1488.46,-1.0,USA,2024-08-27,29.0,2251,Invalid rating
2614,,Budget,1979.19,1.1,UK,1982-07-02,73.0,3339,Missing name
2620,"May, Crawford and Cantrell",Resort,,1.1,UAE,2024-04-01,222.0,3853,Invalid price
2632,Marquez and Sons,Luxury,,1.3,FRANCE,2024-02-12,,3149,Invalid price
2642,Holmes-Gonzalez,Budget,955.78,-1.0,USA,2024-05-09,458.0,2983,Invalid rating
2652,Williamson-Meyer,Luxury,591.52,,GERMANY,2025-10-24,363.0,1778,Invalid rating
2664,Mills-Manning,Hostel,,2.3,FRANCE,2023-06-19,246.0,3476,Invalid price
2673,Acevedo Ltd,Luxury,873.37,99.0,FRANCE,2024-04-07,234.0,2355,Invalid rating
2677,Hoffman Inc,Luxury,,2.4,UAE,2025-09-06,,4743,Invalid price
2683,"Robinson, Johnson and Johnson",Budget,,4.1,JAPAN,2023-09-22,28.0,23,Invalid price
2711,Hayes-Abbott,Boutique,1844.02,,UK,2024-04-16,315.0,3405,Invalid rating
2713,Maldonado LLC,Luxury,1441.78,99.0,JAPAN,2024-03-11,330.0,757,Invalid rating
2763,Ballard-Anderson,Luxury,91.63,99.0,USA,2025-04-12,,2542,Invalid rating
2765,,Business,835.44,2.7,JAPAN,2024-12-01,395.0,2394,Missing name
2772,Wallace-Rose,Resort,953.92,,AUSTRALIA,2025-10-30,47.0,1268,Invalid rating
2779,"Macias, Garcia and Miller",Business,,2.3,INDIA,2024-03-07,300.0,3695,Invalid price
2783,Davis-Cook,Resort,,1.5,JAPAN,1970-09-22,185.0,2074,Invalid price
2784,Harmon and Sons,Resort,,1.2,USA,2025-10-28,73.0,2071,Invalid price
2791,"Hudson, Schroeder and Parrish",,692.62,1.3,FRANCE,2024-03-04,490.0,1005,Invalid category
2797,Woodard-Gregory,Luxury,,1.8,FRANCE,2026-01-10,,4655,Invalid price
2803,"Ramirez, Lewis and Norman",Boutique,884.88,,JAPAN,2024-07-22,7.0,1386,Invalid rating
2807,Davis LLC,Business,668.19,,JAPAN,2023-05-02,250.0,3162,Invalid rating
2812,Miller-Jones,Budget,893.92,-1.0,USA,2025-05-29,302.0,1645,Invalid rating
2816,,Hostel,1754.66,3.0,FRANCE,2025-08-03,24.0,1683,Missing name
2821,Huerta-Clayton,Hostel,623.07,-1.0,JAPAN,2025-06-02,224.0,3515,Invalid rating
2830,,Budget,1086.33,1.9,FRANCE,2023-08-02,18.0,505,Missing name
2839,,Luxury,1976.46,3.0,UK,2024-07-20,403.0,2562,Missing name
2846,Chan Ltd,,,3.7,FRANCE,2024-10-07,354.0,1978,Invalid price; Invalid category
2855,Hawkins-Reed,Hostel,,3.5,FRANCE,2025-12-25,204.0,4097,Invalid price
2865,,Business,322.75,3.7,USA,2025-12-29,190.0,269,Missing name
2872,Maynard-Mitchell,Luxury,,4.8,USA,2025-01-03,280.0,394,Invalid price
2875,"Jenkins, Copeland and Gibson",Business,,3.2,GERMANY,2024-07-28,279.0,226,Invalid price
2878,,Boutique,329.25,1.8,UAE,2025-06-17,348.0,545,Missing name
2879,,Luxury,119.64,3.2,UAE,2023-09-28,,920,Missing name
2884,Stevenson PLC,Boutique,,4.7,GERMANY,2026-03-01,329.0,934,Invalid price
2894,"Gillespie, Brown and Hodges",Budget,410.76,99.0,UAE,2023-11-23,317.0,4886,Invalid rating
2895,,Resort,160.3,3.9,JAPAN,2023-07-18,40.0,726,Missing name
2897,Wilson Group,Luxury,1330.68,,JAPAN,2024-10-13,127.0,4443,Invalid rating
2927,Riddle Inc,Resort,,4.4,FRANCE,2023-04-24,149.0,1061,Invalid price
2928,Thomas-Blevins,Hostel,234.45,99.0,JAPAN,2024-08-28,257.0,2859,Invalid rating
2934,,,206.66,1.3,FRANCE,2024-02-02,379.0,2620,Missing name; Invalid category
2938,,Boutique,197.51,2.5,GERMANY,2023-10-31,412.0,1895,Missing name
2950,"Roberson, Coleman and Taylor",Budget,1180.83,99.0,AUSTRALIA,2024-03-29,449.0,4311,Invalid rating
2964,,Budget,844.06,2.9,AUSTRALIA,2026-02-04,318.0,2370,Missing name
2965,"Thomas, Thompson and Hernandez",Luxury,,1.0,USA,2025-12-26,241.0,1664,Invalid price
2967,"Hanson, Huynh and Perez",Boutique,1513.01,99.0,FRANCE,2022-07-03,439.0,4773,Invalid rating
2969,Mcintyre LLC,Boutique,,3.6,UAE,2025-06-11,334.0,2488,Invalid price
2980,,Business,1285.12,-1.0,UK,2024-08-28,118.0,3356,Missing name; Invalid rating
2981,Webb-Jenkins,Resort,1347.81,99.0,GERMANY,2023-03-31,484.0,546,Invalid rating
2985,,Business,868.64,3.1,GERMANY,2025-04-28,182.0,4239,Missing name
2988,"Vasquez, Johnson and Burton",Luxury,,3.7,USA,2024-08-15,481.0,2623,Invalid price
2996,Perez-Green,Hostel,,2.5,FRANCE,2023-11-17,,1002,Invalid price
2999,"Davidson, Brock and Kennedy",Resort,892.57,,USA,2025-04-15,348.0,105,Invalid rating
3000,,Boutique,1201.43,2.1,USA,2024-05-04,194.0,2651,Missing name
3005,"Hoover, Lozano and Kemp",Boutique,,1.8,GERMANY,2023-07-21,115.0,2123,Invalid price
3020,,Business,1344.96,1.3,UK,2025-03-10,131.0,1823,Missing name
3027,Rivera-Boyer,Luxury,1295.21,-1.0,FRANCE,2024-10-19,87.0,1997,Invalid rating
3028,,Hostel,,2.8,JAPAN,2024-01-07,114.0,1631,Missing name; Invalid price
3036,,Luxury,142.74,4.7,FRANCE,2024-02-20,172.0,4788,Missing name
3038,Roberts-Jennings,Resort,1712.6,99.0,JAPAN,2026-01-17,456.0,4129,Invalid rating
3045,"Wood, Fox and Williams",Resort,,4.9,GERMANY,2024-03-14,429.0,3833,Invalid price
3047,Bradshaw and Sons,Resort,,4.8,USA,2024-04-03,274.0,555,Invalid price
3063,Chavez Group,Luxury,,4.6,UAE,2024-04-20,239.0,2884,Invalid price
3069,,Resort,1734.32,4.1,USA,2024-08-28,197.0,3596,Missing name
3073,Wood-Cannon,Resort,,3.7,INDIA,2025-05-16,81.0,3059,Invalid price
3082,Small-Green,Hostel,,2.3,FRANCE,2024-12-25,7.0,2700,Invalid price
3094,White-Sanchez,Budget,,2.5,USA,2024-10-27,469.0,4898,Invalid price
3097,,Resort,1947.12,3.3,AUSTRALIA,2023-11-14,,3166,Missing name
3101,Harris-Campbell,Resort,,3.2,INDIA,2025-04-01,386.0,2832,Invalid price
3103,White Ltd,Business,1358.67,99.0,FRANCE,2025-05-04,48.0,817,Invalid rating
3112,,Budget,833.37,1.2,FRANCE,2023-04-28,166.0,4801,Missing name
3115,Ellis Ltd,Business,420.8,-1.0,UK,2023-03-11,80.0,2718,Invalid rating
3118,"Salas, Lopez and Decker",Business,,1.3,FRANCE,2024-10-19,,3382,Invalid price
3130,Thomas-Turner,Resort,,3.3,GERMANY,2023-05-04,109.0,1054,Invalid price
3136,Callahan LLC,Resort,739.07,,FRANCE,2023-09-30,389.0,80,Invalid rating
3138,Ramirez LLC,Luxury,660.52,99.0,FRANCE,2025-08-20,349.0,3444,Invalid rating
3144,Anderson and Sons,,1873.53,3.4,UK,2025-09-12,369.0,1899,Invalid category
3149,Coleman-Lane,Boutique,,4.7,AUSTRALIA,2025-03-18,180.0,928,Invalid price
3150,Reed-Jefferson,Business,,1.3,GERMANY,2024-10-28,149.0,3348,Invalid price
3153,Randall Group,Hostel,824.58,-1.0,FRANCE,2024-03-30,325.0,3855,Invalid rating
3156,Snyder and Sons,Business,746.69,,FRANCE,2025-05-02,313.0,222,Invalid rating
3157,,Budget,1388.78,2.4,INDIA,2024-06-17,198.0,1946,Missing name
3162,Green-Higgins,Boutique,916.31,99.0,INDIA,2024-11-21,171.0,1838,Invalid rating
3194,,Budget,862.7,3.0,FRANCE,1988-02-16,64.0,1690,Missing name
3198,"Mcbride, Turner and Williamson",Resort,,1.7,UAE,2024-12-16,20.0,1156,Invalid price
3202,Baxter-Rivera,Boutique,1867.57,,GERMANY,2024-01-31,201.0,4564,Invalid rating
3203,Taylor-Morgan,Business,,2.9,GERMANY,2024-10-20,233.0,677,Invalid price
3212,"Schwartz, Harris and Campbell",Luxury,,1.1,USA,2024-12-05,471.0,1710,Invalid price
3213,,Budget,1624.62,3.7,GERMANY,2026-02-18,142.0,1068,Missing name
3219,"Melton, Washington and Garrett",Boutique,,3.0,GERMANY,2025-01-17,443.0,4040,Invalid price
3226,,Business,779.94,2.7,USA,1975-03-02,341.0,2598,Missing name
3232,,Budget,597.35,4.5,INDIA,2024-04-04,54.0,1833,Missing name
3233,Payne PLC,Budget,1521.12,-1.0,FRANCE,2023-03-17,328.0,3961,Invalid rating
3237,"Walker, Robinson and Stevenson",Luxury,452.11,,UK,2024-11-04,286.0,4688,Invalid rating
3238,"Owen, Sexton and Evans",,1142.38,4.2,AUSTRALIA,2019-05-23,472.0,4673,Invalid category
3239,"Luna, Smith and Kelly",Hostel,814.49,99.0,USA,2025-11-03,148.0,630,Invalid rating
3249,"Kerr, Wilson and Smith",Hostel,,2.6,USA,2023-06-30,398.0,2362,Invalid price
3259,,Resort,1371.69,3.6,UAE,2023-10-06,47.0,818,Missing name
3264,Smith PLC,Boutique,,1.9,INDIA,2026-03-01,13.0,3688,Invalid price
3271,,Budget,,2.6,AUSTRALIA,2023-06-16,271.0,1728,Missing name; Invalid price
3315,,Boutique,561.75,2.7,UAE,2024-10-25,161.0,696,Missing name
3316,Hall-Davis,Hostel,,2.9,UK,2025-08-19,16.0,266,Invalid price
3333,Freeman LLC,Boutique,,4.1,AUSTRALIA,2024-02-01,32.0,4359,Invalid price
3334,Anderson and Sons,,322.98,3.6,UK,2024-08-15,87.0,387,Invalid category
3343,"French, Gutierrez and Adkins",Budget,,1.2,USA,2024-09-10,320.0,4468,Invalid price
3354,Ray-Walker,Hostel,283.59,99.0,GERMANY,2023-03-21,266.0,4302,Invalid rating
3355,Villanueva Group,Resort,,1.1,FRANCE,2025-01-13,13.0,2542,Invalid price
3356,Rogers and Sons,Resort,627.33,-1.0,FRANCE,2024-06-20,238.0,2576,Invalid rating
3360,Jefferson LLC,Boutique,792.8,-1.0,FRANCE,2024-03-01,449.0,1307,Invalid rating
3361,,Budget,1102.27,2.3,USA,2024-10-25,347.0,3683,Missing name
3365,Davis LLC,,1462.45,2.3,USA,2023-11-07,351.0,2487,Invalid category
3366,,Boutique,,2.8,FRANCE,2023-05-27,172.0,1975,Missing name; Invalid price
3370,,Luxury,897.85,4.7,JAPAN,2024-12-12,171.0,3622,Missing name
3378,"Lopez, Gutierrez and Gomez",,802.69,3.4,AUSTRALIA,2023-09-15,479.0,2036,Invalid category
3392,Norman-Holder,Budget,1196.51,,AUSTRALIA,2023-10-08,46.0,2962,Invalid rating
3394,Mcknight-Johnson,Resort,1042.8,,GERMANY,2025-02-11,303.0,2693,Invalid rating
3402,,Business,1218.46,1.7,JAPAN,2023-10-12,426.0,4047,Missing name
3406,,Budget,477.79,1.2,UAE,2025-11-18,2.0,2710,Missing name
3411,"Patrick, Cantu and Wolf",Business,,4.7,FRANCE,2025-08-14,341.0,609,Invalid price
3412,Wise Inc,Hostel,1070.05,-1.0,USA,2023-11-09,278.0,1278,Invalid rating
3432,,Resort,128.46,4.7,UK,2023-08-03,158.0,661,Missing name
3443,Velazquez LLC,Resort,468.7,-1.0,JAPAN,2023-11-23,167.0,4286,Invalid rating
3449,,,685.56,3.2,USA,2025-09-21,409.0,1440,Missing name; Invalid category
3454,Johnson-Martin,Boutique,1469.35,,FRANCE,2024-06-13,254.0,866,Invalid rating
3455,Hardy Inc,Hostel,,2.3,UAE,2024-06-24,18.0,4761,Invalid price
3458,,Resort,1029.96,3.2,FRANCE,2024-06-01,140.0,1715,Missing name
3463,,Hostel,291.87,1.5,USA,2024-10-07,445.0,1151,Missing name
3468,"Hernandez, Ross and Montgomery",Resort,,1.6,INDIA,2023-06-21,145.0,2985,Invalid price
3474,Smith-Ortiz,Budget,991.64,,JAPAN,2025-09-14,63.0,2195,Invalid rating
3475,,Luxury,533.68,4.9,AUSTRALIA,2024-03-02,368.0,2379,Missing name
3477,"Webb, Garrett and Weber",Boutique,,4.4,UK,2023-12-23,17.0,3739,Invalid price
3480,"Green, Barrett and Cook",Budget,,2.0,FRANCE,2023-05-04,16.0,1862,Invalid price
3482,Adams-Sherman,Business,755.36,,USA,1986-12-19,460.0,151,Invalid rating
3484,,Luxury,1882.61,1.2,FRANCE,2025-01-06,341.0,2434,Missing name
3487,,Resort,721.46,3.2,FRANCE,2024-03-20,105.0,1730,Missing name
3499,,Hostel,1154.82,2.3,UAE,2024-07-23,500.0,894,Missing name
3514,Herrera LLC,Resort,,2.2,USA,2024-01-18,354.0,2055,Invalid price
3519,,Business,103.69,3.8,UK,2023-07-01,1.0,2091,Missing name
3520,Brown-Hernandez,Budget,,4.0,FRANCE,2025-03-20,258.0,2701,Invalid price
3528,"Barrett, Thomas and Torres",,1460.68,99.0,INDIA,2025-02-05,224.0,4496,Invalid rating; Invalid category
3534,,Business,767.81,3.8,UK,2024-07-17,118.0,3170,Missing name
3544,"Conner, Clay and Nelson",Hostel,,3.8,JAPAN,2023-12-03,474.0,4328,Invalid price
3547,,Boutique,134.29,2.2,INDIA,2023-07-23,232.0,1128,Missing name
3550,Jordan PLC,Boutique,1361.65,,AUSTRALIA,2023-05-04,1.0,3847,Invalid rating
3555,,Resort,1928.65,4.3,USA,2024-09-15,68.0,892,Missing name
3556,Goodman LLC,,1700.25,4.5,USA,2025-04-09,260.0,1339,Invalid category
3568,"Cohen, West and Ellis",,1772.85,2.0,AUSTRALIA,2024-02-17,138.0,3421,Invalid category
3569,Goodman-Barajas,Boutique,,2.7,UK,2023-04-05,179.0,4848,Invalid price
3571,Benton and Sons,Luxury,530.73,,FRANCE,2024-03-05,108.0,880,Invalid rating
3580,Fleming-Moreno,Budget,,4.6,USA,2024-12-09,107.0,4759,Invalid price
3585,Thompson Group,Budget,,,UAE,2026-02-07,114.0,1462,Invalid price; Invalid rating
3588,Hanson and Sons,Luxury,,-1.0,USA,2026-01-19,122.0,4025,Invalid price; Invalid rating
3590,May-Clark,Hostel,,1.4,USA,2025-01-30,139.0,3808,Invalid price
3604,,Hostel,,3.8,USA,2024-11-13,416.0,628,Missing name; Invalid price
3637,,Resort,1825.29,2.6,FRANCE,2023-04-11,253.0,1518,Missing name
3638,Bryant Group,Hostel,,1.1,USA,2024-11-07,108.0,2636,Invalid price
3645,Harvey Ltd,,708.16,4.9,UAE,2025-05-31,385.0,1533,Invalid category
3649,Jones LLC,Resort,,3.8,JAPAN,2023-07-04,382.0,3159,Invalid price
3650,Santos-Smith,,1308.06,3.1,USA,2023-07-27,274.0,3611,Invalid category
3652,Kaiser and Sons,Resort,189.53,99.0,UAE,2023-12-27,151.0,1586,Invalid rating
3657,,Resort,305.69,4.2,JAPAN,2024-10-26,276.0,3619,Missing name
3662,Scott Group,Budget,,2.9,GERMANY,2025-09-24,107.0,2292,Invalid price
3663,,Hostel,1921.44,2.5,JAPAN,2023-06-21,92.0,4853,Missing name
3667,Mathis-Shaw,Boutique,,3.6,USA,2026-01-05,325.0,1352,Invalid price
3671,Bowers PLC,Business,,4.5,AUSTRALIA,1984-04-21,162.0,127,Invalid price
3674,,Boutique,1696.23,2.0,GERMANY,2024-02-05,344.0,744,Missing name
3680,"Martinez, Watkins and Allen",Budget,1813.06,99.0,USA,2024-04-10,,440,Invalid rating
3685,,Hostel,1973.96,4.5,UK,2025-01-20,88.0,2551,Missing name
3703,,Business,551.85,1.2,USA,2023-11-26,496.0,1695,Missing name
3722,Wade-Morton,Resort,,2.4,FRANCE,2024-10-14,174.0,398,Invalid price
3723,Schroeder-Johnson,Resort,398.03,,USA,2023-12-30,180.0,3037,Invalid rating
3731,Hooper-Peterson,Luxury,,4.2,USA,2025-01-01,132.0,793,Invalid price
3732,"Holmes, Monroe and Kramer",Boutique,,3.0,FRANCE,2024-03-30,59.0,3281,Invalid price
3743,Chan Inc,Business,1288.08,,JAPAN,2024-10-04,10.0,1905,Invalid rating
3746,,Luxury,1597.98,3.8,FRANCE,2024-07-24,,2940,Missing name
3750,,Hostel,1596.99,3.5,UAE,2024-12-31,201.0,3705,Missing name
3767,,Budget,1151.26,2.6,UAE,2023-09-02,218.0,1389,Missing name
3777,"Elliott, White and Gonzales",Budget,416.47,-1.0,GERMANY,2024-09-09,412.0,1580,Invalid rating
3779,"Ritter, Shaw and Turner",Luxury,,4.8,FRANCE,2023-09-23,390.0,1580,Invalid price
